text,page
"                                         Energiepolitik       157




Unter dem Schlagwort „Klimaneutrales Deutschland
2050“ durch „Dekarbonisierung“ missbraucht die deutsche
Regierung die steigende CO2-Konzentration zur „Großen
Transformation“ der Gesellschaft, mit der Folge, dass die
persönliche und wirtschaftliche Freiheit massiv einge-
schränkt wird. Die hierzu geplante zwangsweise Senkung
der CO2-Emissionen um mehr als 85 Prozent würde den
Wirtschaftsstandort schwächen und den Lebensstandard
senken. Auf dem Weg dorthin wird auch unsere bisher si-
chere Stromversorgung destabilisiert und weiter verteuert,
außerdem soll die Wärmeerzeugung durch fossile Energie-
träger praktisch auf Null gebracht werden.

Die AfD sagt daher „Ja zum Umweltschutz“, macht aber           Das Klima wandelt
                                                               sich, solange die Erde
Schluss mit der „Klimaschutzpolitik“ und mit den Plänen        existiert. Die
zur Dekarbonisierung und „Transformation der Gesell-           Klimaschutzpolitik der
                                                               Bundesregierung
schaft“. Die Wahrnehmung des CO2 nur als Schadstoff
                                                               beruht auf
werden wir beenden und alle Alleingänge Deutschlands           bisher unbewiesenen
zum Reduzieren der CO2-Emissionen unterlassen.                 hypothetischen
                                                               Klimamodellen.

CO2-Emissionen wollen wir nicht finanziell belasten. Kli-
maschutz-Organisationen werden nicht mehr unterstützt.

12.2 Das Erneuerbare-Energien-Gesetz
ist nicht reformierbar

Jede erfolgreiche Energiepolitik muss drei Ziele verfolgen.
Die Stromerzeugung muss sicher, kostengünstig und um-
weltverträglich sein. Dieser Dreiklang war im deutschen
Energieversorgungs-System immer gegeben, wurde aber
mit dem Erneuerbare-Energien-Gesetz (EEG) aufgegeben.
",157
"158   Energiepolitik




      Das EEG und die Energiewende gefährden die Stromver-
      sorgung. Sie treiben technisch bedingt den Strompreis
      hoch. Windenergieanlagen zerstören das Bild unserer Kul-
      turlandschaften und sind überdies für Vögel eine tödliche
      Gefahr.

      Der von Wind und Sonne erzeugte Strom schwankt be-
      ständig zwischen Null und voller Leistung. Die installierte
      Leistung dieser volatilen Stromerzeuger beträgt bereits
      mehr als 80 Gigawatt und müsste daher ausreichen,
      Deutschland selbst bei maximalem Verbrauch vollständig
      mit Strom zu versorgen. Real aber haben diese „EE-An-
      lagen“ in der Vergangenheit im Durchschnitt nur einen
      Bruchteil ihrer Nennleistung geliefert, an vielen Tagen im
      Jahr sogar nur wenige Prozent. Deshalb können diese An-
      lagen kein einziges herkömmliches Großkraftwerk erset-
      zen. Außerdem erzwingen sie einen massiven Ausbau der
      Leitungsnetze, der zu weiteren erheblichen Kosten führt.
      Die steigende Zahl der volatilen Stromerzeuger gefährdet
      zunehmend die Netzstabilität. Entsprechend stark ist die
      Zahl der stabilisierenden Netzeingriffe gestiegen, die nötig
      wurden, Stromausfälle bis hin zum Totalausfall zu vermei-
      den.

      Das EEG ist staatliche Planwirtschaft und eine Abkehr von
      der Sozialen Marktwirtschaft. Begründet mit dem „Kli-
      maschutz“ werden die sonst nicht marktfähigen Anlagen
      massiv subventioniert. Das geschieht durch staatliche
      Zwangsvermarktung mittels Vorrangeinspeisung und
      zwanzigjähriger garantierter Einspeisevergütung. Die
      Kosten dieser Subventionierung von mittlerweile 27 Mil-
      liarden EURO jährlich werden mittels EEG-Umlage auf
      die Verbraucher abgewälzt. Der Strompreis hat sich in den
",158
"                                       Energiepolitik        159




letzten zehn Jahren bereits verdoppelt. Ein Ende dieses
Preisanstiegs ist nicht absehbar. Im Ergebnis findet eine
gigantische Umverteilung von Vermögen statt, von der
Bevölkerung und Wirtschaft hin zu den wenigen Subventi-
onsgewinnern.

Trotz der immer höheren Zahl an EE-Anlagen ist der            Die AfD tritt daher
                                                              dafür ein, das EEG
CO2-Ausstoß seit 2000 wegen des abrupten Ausstiegs aus
                                                              ersatzlos abzuschaf-
der Kernenergie unverändert geblieben. Große Flächen,         fen. Die AfD wird
auch in Wäldern, verwandeln sich durch EE-Anlagen in          sich dafür einsetzen,
                                                              dass das als
Industriegebiete - mit allen nachteiligen Auswirkungen        verfassungs- und
auf die Natur und die Menschen. Das Gleiche vollzieht         europarechtswidrig
                                                              eingestufte EEG vom
sich jetzt mit dem Ausbau der Hochspannungsnetze. Das
                                                              Bundesverfassungs-
Errichten weiterer EE-Anlagen stößt an Grenzen.               gericht geprüft wird.


Flächendeckender Starkwind an wolkenlosen Tagen
führt schon jetzt zu nicht nutzbarem Stromüberschuss.
Gegenteilige Wetterlagen führen zu elektrischer Unter-
versorgung, die sich nur durch konventionelle Erzeugung
ausgleichen lässt. Überschussstrom zu nutzen, wäre nur
mit großen Stromspeichern möglich. Aber die gibt es nicht.
Es gilt der Satz: „Ohne große Stromspeicher ist die Ener-
giewende nicht möglich, mit großen Stromspeichern ist sie
nicht bezahlbar.“
Es liegen in der Zwischenzeit valide Rechtsgutachten vor,
die das EEG als verfassungs- und europarechtswidrig
einstufen. Es wird u.a. aufgezeigt, dass die EEG-Umlage zu
Unrecht von dem Stromkunden erhoben wird. Das einzig
zulässige Finanzierungsinstrument sei die Steuer. Das EEG
enthalte auch keine Verpflichtung der Letztverbraucher,
die EEG-Umlage zu zahlen.
",159
"160   Energiepolitik




      Die AfD tritt daher dafür ein, das EEG ersatzlos abzu-
      schaffen. Es darf kein Tabu sein, den Umfang bestehender
      Subventionsverpflichtungen aus dem EEG infrage zu stel-
      len. Die AfD will einzelne Energieträger weder bevorzugen
      noch benachteiligen. Wir wollen die Vorrangeinspeisung
      von Strom generell abschaffen. Quoten-/Auktionsmodelle,
      um mit ihnen staatlich-planwirtschaftliche Ziele in der
      Energiepolitik durchzusetzen, lehnen wir ab. Netzkosten
      sind auf alle Stromerzeuger verursachungsgerecht um-
      zulegen. Die Stromsteuer wollen wir streichen und so die
      Stromkunden sofort entlasten. Unser Ziel ist es, das deut-
      sche Stromversorgungssystem wieder auf jenen Stand der
      Technik zu bringen, der eine sichere, kostengünstige und
      umweltverträgliche Stromversorgung sicherstellt. Die AfD
      wird sich dafür einsetzen, dass das als verfassungs- und
      europarechtswidrig eingestufte EEG vom Bundesverfas-
      sungsgericht geprüft wird.

      12.3 Zum Schutz von Mietern und Eigentümern:
      Energieeinsparverordnung und
      Erneuerbare-Energien-Wärmegesetz abschaffen

      Durch Verbrennen von Erdgas, Öl und Kohle werden
      etwa 80 Prozent der global verbrauchten Primärenergie
      erzeugt und dabei jenes CO2 freigesetzt, das für einen von
      Menschen induzierten Klimawandel verantwortlich sein
      soll. Ein Großteil dieser Energie wird für das Erzeugen
      von Wärme und Kälte in Gebäuden eingesetzt. Da die
      Dekarbonisierung bis 2050 den CO2-Ausstoß um mehr
      als 85 Prozent verringern soll, sind die Gebäude nach der
      Energieeinsparverordnung (EnEV) entsprechend stark zu
      dämmen. Die erforderliche Restwärme ist gemäß Erneuer-
",160
"                                         Energiepolitik        161




bare-Energien-Wärmegesetz (EEWärmeG) weitestgehend
durch „Erneuerbare Energien“ (EE) zu erzeugen.

Wie bei EEG und Energiewende reden Regierung und                Die staatliche
                                                                Bevormundung der
Profiteure die erforderlichen Kosten zum Umsetzen dieser
                                                                Besitzer von
Maßnahmen klein oder verschweigen sie. Die Kosten               Gebäuden, der
liegen auch in diesem Fall bei mehr als 3.000 Milliarden        Wohneigentümer und
                                                                Mieter für Maßnahmen
EURO. Tragen müssen diese zusätzlichen Kosten die               zur Wärmedämmung
Gebäudeeigner und Mieter. Wie von Fachleuten nachge-            und Erhöhung der
                                                                Energie-Effizienz in
wiesen, werden die erhofften Wirkungen nur bei wenigen
                                                                Gebäuden ist zu
Gebäudekonstruktionen mit zuvor sehr schlechter Wärme-          beenden.
dämmung erreicht. Daneben verursacht das Dämmen an
den Gebäuden häufig massive Schäden, als Folge z.B. von
mangelhaftem Luftaustausch, aber auch von Durchfeuch-
tung, Algen- und Pilzbefall der Außenwände. Historische
und denkmalgeschützte Fassaden werden zerstört. Zudem
erhöhen die überwiegend genutzten Dämmmaterialen aus
Polystyrol (Hartschaumplatten) die Brandgefahr.

Ein messbar geringerer Energieverbrauch wird hinge-
gen nur selten erreicht. Oft tritt das Gegenteil ein, da die
Dämmmaterialien das Eindringen der durch die Sonne
erzeugten Wärme verhindern. Für die Erzeugung von
Wärme und Kälte sind die EE gegenüber der Energie aus
fossilen und Kernbrennstoffen auch langfristig nicht wett-
bewerbsfähig. Die seit Jahren immer wieder beschworenen
Verknappungsszenarien sind stillschweigend aufgegeben
worden. Hightech-Wärme- und Kälteanlagen - z.B. un-
ter Nutzung der Brennwerttechnik und der Kraft-Wär-
me-Kopplung – lassen für EE nur einen geringen Spiel-
raum. Hierzu zählt die Nutzung von Erd- und Luftwärme
mittels Wärmepumpen oder Solarthermie.
",161
"              162          Energiepolitik




Wir setzen uns             Die staatliche Bevormundung der Besitzer von Gebäuden,
dafür ein, die             der Wohneigentümer und Mieter für Maßnahmen zur
Subventionierung und
                           Wärmedämmung und Erhöhung der Energie-Effizienz in
Vorrangeinspeisung
des Stroms aus             Gebäuden ist zu beenden. EnEV und EEWärmeG führen
Biogasanlagen durch        zu einem rasanten Anstieg der Baukosten und dienen als
Abschaffen des EEG
zu beenden. Die            Rechtfertigung für Luxussanierungen. Dadurch sind die
Subventionierung           Mieten vieler Wohnungen für Bürger mit mittleren und
der Biokraftstoffe durch
                           geringen Einkommen kaum noch bezahlbar. Auch aus
das Quotensystem ist
einzustellen.              diesen Gründen setzt sich die AfD dafür ein, die EnEV und
                           das EEWärmeG ersatzlos zu streichen.

                           12.4 Bioenergie: Subventionen beenden,
                           Vorrangeinspeisung einstellen

                           Die „Erneuerbaren Energien“ lieferten 2014 etwa 11 Pro-
                           zent der in Deutschland verbrauchten Primärenergie. Gut
                           7 Prozent oder zwei Drittel wurden aus Biomasse gewon-
                           nen. Das teilt sich auf zu je 3,3 Prozent in die Wärme- und
                           die Stromerzeugung und zu 0,8 Prozent in die Herstellung
                           von Biotreibstoffen.

                           Die Wärmeenergie aus Biomasse wird sowohl zu Heizzwe-
                           cken als auch für Prozesse in der Industrie eingesetzt. Der
                           Strom aus Biomasse wird über das EEG massiv subventio-
                           niert. Die Stromgestehungskosten über Biogasanlagen sind
                           mit bis zu 215 EURO je Megawattstunde am höchsten. Der
                           Betrieb solcher Anlagen im ländlichen Raum belastet häu-
                           fig die Umwelt. Biotreibstoffe werden in großtechnischen
                           Anlagen produziert und über ein Quotensystem indirekt
                           subventioniert. Die Zwangsbeimischung erhöhte den Preis
                           von Diesel und Benzin 2014 um etwa 0,4 Cent je Liter.
",162
"                                         Energiepolitik        163




Wegen des geringen Wirkungsgrades der Photosynthese
von weniger als ein Prozent ist der Verbrauch landwirt-
schaftlicher Nutzfläche für Bioenergie unangemessen groß.
Sie steht damit in Konkurrenz zur Erzeugung von Nah-
rungsmitteln. Dagegen ist es sinnvoll, für das Gewinnen
von Bioenergie biologische Abfälle zu verwerten.

Daher setzt sich die AfD dafür ein, die Subventionierung
und Vorrangeinspeisung des Stroms aus Biogasanlagen
durch Abschaffen des EEG zu beenden. Die Subventio-
nierung der Biokraftstoffe durch das Quotensystem ist
einzustellen.

12.5 Fracking: Risiken und Chancen erforschen,
nicht ohne Bürgerbeteiligung

Das „Fracking” genannte Verfahren zur Erschließung un-
terirdischer Energieträger bringt Risiken mit sich, eröffnet
aber auch neue Möglichkeiten der Energieversorgung. Wir
wollen die Technik, Vorteile und Risiken des Fracking nach
den bestehenden strengen deutschen Umwelt- und Berg-
baugesetzen erforschen. Sollten die Risiken beherrschbar
erscheinen, wollen wir Fracking entwickeln und mögliche
Standorte erkunden lassen. Daher setzt sich die AfD dafür
ein, das im April 2015 in den Bundestag eingebrachte rest-
riktive „Fracking-Gesetz“ zurückzuziehen.

Über die wirtschaftlichen und politischen Vorteile des
Fracking im Vergleich zu den realen Risiken ist die Be-
völkerung sachlich zu informieren. Den kommerziellen
Einsatz des Fracking zur Erdöl- und Erdgasförderung an
neuen Standorten lehnt die AfD ab, solange die Energie-
versorgung Deutschlands anderweitig sichergestellt ist.
",163
"               164          Energiepolitik




                            Die endgültige Entscheidung über den Einsatz der Fra-
                            cking-Technik an geeigneten Standorten müssen letztlich
                            die vor Ort betroffenen Bürger fällen.

                            12.6 Kernenergie: Alternativen erforschen.
                            Bis dahin Laufzeitverlängerung

Solange die                 Die überhasteten Ausstiegsbeschlüsse aus der Kernkraft
Stromversorgung
                            von 2002 und 2011 waren sachlich nicht begründet und
nicht ausreichend
gesichert ist, setzt sich   wirtschaftlich schädlich. Solange die Stromversorgung am
die AfD dafür ein, eine     Ort und zur Zeit der Nachfrage nicht gesichert ist, setzt
Laufzeitverlängerung
der noch in Betrieb
                            sich die AfD dafür ein, eine Laufzeitverlängerung der noch
befindlichen Kernkraft-     in Betrieb befindlichen Kernkraftwerke übergangsweise zu
werke übergangsweise
                            gestatten. Der Import von Strom aus unsichereren auslän-
zu gestatten.
                            dischen Kernkraftwerken ist weder für den Wirtschafts-
                            standort Deutschland sinnvoll, noch trägt er zur Reduzie-
                            rung der Risiken durch die Kernkraft bei.

                            Radioaktive Reststoffe sollten dezentral, zugänglich und
                            katalogisiert in gesicherten Orten eingelagert werden, wo
                            jederzeit der Zugriff möglich ist, um sie mit technischem
                            Fortschritt wieder aufbereiten zu können. Eine zentrale
                            Endlagerung an einem später kaum mehr zugänglichen
                            Ort halten wir für den falschen Weg.

                            Wir wollen die Forschung zur Kernenergie sowie Reaktor-
                            und Kraftwerkstechnik wieder erlauben. Dabei sind selbst-
                            verständlich die nötigen Sicherheitsstandards einzuhalten.
                            Die Nutzung der Kernenergie ist jedoch kein Selbstzweck
                            und ihre zukünftige Ersetzung denkbar. Deshalb sind alle
                            übrigen Energieformen weiter mit Nachdruck zu erfor-
                            schen.
",164
"Energiepolitik   165
",165
,166
"K A P I T E L 13




Natur- und
Umweltschutz,
Land- und
Forstwirtschaft
",167
"168   Natur- und Umweltschutz, Land- und Forstwirtschaft




      NATUR- UND UMWELTSCHUTZ,
      LAND- UND FORSTWIRTSCHAFT

      Wir stehen dafür, dass wir gegenüber nachfolgenden
      Generationen eine Verantwortung haben. Wir wollen
      eine intakte und vielfältige Natur erhalten. Eine gesunde
      Umwelt ist die Lebensgrundlage für alle Menschen und
      zukünftige Generationen. Naturschutz darf nicht zu Lasten
      der Menschen gehen.
",168
"Natur- und Umweltschutz, Land- und Forstwirtschaft         169




Es muss aber im Meer genau wie zu Lande auch Gebiete
geben, in denen die Natur völlig sich selbst überlassen
bleibt. Diese nutzungsfreien Zonen sichern das Überleben
von vielen seltenen Pflanzen- und Tierarten.
",169
"            170       Natur- und Umweltschutz, Land- und Forstwirtschaft




                      13.1 Intakte Natur und gesunde Umwelt

                      Die AfD steht für einen Umwelt- und Naturschutz, der
                      den Menschen nicht als Fremdkörper und Störenfried
                      betrachtet, sondern in ein umfassendes Handlungskonzept
                      einbezieht. Wir lassen uns dabei von der Erkenntnis leiten,
                      dass eine gesunde und artenreiche Umwelt die Lebens-
                      grundlage für alle Menschen und zukünftige Generationen
                      darstellt. Daher sind Vorkehrungen zu treffen, die Schutz-
                      güter, wie Boden, Wasser, Luft, Landschaft, Tiere und
                      Pflanzen, zu schützen. Schwerpunkte der Umweltpolitik
                      der AfD sind deshalb u.a., den Landschaftsverbrauch zu
                      vermindern, die Schadstoffeinträge in Böden und Gewäs-
                      ser zu verringern und die Luftqualität zu verbessern. Auch
                      ein effektiver Lärmschutz gehört dazu.

                      Die AfD spricht sich, bis zur fundiert nachgewiesenen Un-
                      schädlichkeit für Mensch und Tier, ausdrücklich gegen den
                      Einsatz des von der WHO als wahrscheinlich krebserzeu-
                      gend eingestuften Glyphosat beim Pflanzenschutz aus.

                      13.2 Unkontrollierten Ausbau der
                      Windenergie stoppen

Den weiteren Ausbau   Den weiteren Ausbau der Windenergie in Deutschland leh-
der Windenergie in
                      nen wir ab. Er bringt mehr Schaden als Nutzen. Windener-
Deutschland lehnen
wir ab.               gieanlagen sind nur noch ausnahmsweise an Standorten
                      zuzulassen, an denen keine Beeinträchtigungen für Men-
                      schen, Tiere oder das Landschaftsbild zu erwarten sind.
                      Bei der Standortwahl sind die Menschen vor Ort durch
                      Bürgerentscheide zu beteiligen.
",170
"Natur- und Umweltschutz, Land- und Forstwirtschaft           171




13.3 Tiere sind fühlende Wesen

Die AfD setzt sich für eine konsequente Umsetzung der
Tierschutzgesetze ein. Tiere sind Mitgeschöpfe und keine
Sachgegenstände. Ausnahmen für grausame oder unnötige
Tierversuche darf es auch nicht in der Wissenschaft geben.
Als fühlende Wesen haben Tiere ein Recht auf eine artge-
rechte Haltung im privaten wie im kommerziellen Bereich.
Die gesetzlich vorgeschriebene artgerechte Haltung von
Tieren muss in der Landwirtschaft (bei nicht artgerechten
Massentierhaltungen), im Zoo, im Zirkus (Verbot der Hal-
tung von großen Wildtieren), in Delphinarien und in der
Haustierhaltung durchgesetzt werden.

Für den Transport von Schlachttieren fordert die AfD, dass
immer der nächstgelegene Schlachthof angefahren werden
muss und der Transport von Schlachttieren nur über kurze
Distanzen innerhalb von Deutschland erlaubt ist.

Tierhaltende Betriebe, welche der Lebensmittelproduktion
dienen, sind dafür verantwortlich, dass ihre Produkte frei
von Antibiotikarückständen und multiresistenten Keimen
(MRSA) sind. Die Anzahl der Antibiotika-Behandlungen
ist in Anbetracht der zunehmenden Ausbreitung multi-
resistenter Keime zu minimieren. Um den Gesundheits-
schutz der Bevölkerung zu erhöhen, sind tierhaltende
Betriebe der Lebensmittelproduktion, die Antibiotika
einsetzen, dafür verantwortlich, dass die Tiere frei von
Antibiotika-Resistenzen sind, bevor die Produkte in die
Lebensmittelweiterverarbeitung gelangen. Für die Human-
medizin wichtige Antibiotika dürfen in der Tierhaltung
nicht verwendet werden.
",171
"172   Natur- und Umweltschutz, Land- und Forstwirtschaft




      13.4 Schächten

      Nach dem Vorbild von gesetzlichen Regelungen, die schon
      in Dänemark, Norwegen, Schweden, der Schweiz und wei-
      teren europäischen Ländern gelten, lehnt die AfD Schäch-
      ten (betäubungsloses Töten bzw. Schlachten) von Tieren
      ab. Es ist mit dem Staatsziel Tierschutz nicht vereinbar
      und muss ohne Ausnahme verboten sein. Die Ausnahme-
      regelung für Religionsgemeinschaften in Paragraph 4a
      (2) des deutschen Tierschutzgesetzes ist zu streichen. Die
      AfD lehnt auch das Schächten mit vorheriger Elektrokurz-
      zeitbetäubung ab. Das Wort Kurzzeitbetäubung bedeutet,
      dass das Tier nur beim Halsschnitt kurz betäubt ist, zum
      Ausbluten aber wieder wach ist.

      13.5 Gentechnik

      Die faszinierende Welt der Gene scheint wie ein offenes
      Buch in den Händen der Wissenschaft zu liegen. Sie soll
      Krankheiten vermeiden und den Hunger in der Welt
      stillen. Schon heute kann diese Technologie international
      Erfolge in der Medizin vorweisen: die Genomsequenzie-
      rung erlaubte die Entwicklung von Medikamenten und
      Impfstoffen gegen den in Westafrika grassierenden Ebo-
      la-Virenstamm 2014, sie erlaubte die schnellere Bekämp-
      fung des EHEC-Ausbruchs im Jahr 2011 und sie kommt in
      der personalisierten Krebstherapie zum Einsatz und erlaubt
      dort zielgerichtetere, damit effektivere und schonendere
      Therapien. Die Bundesrepublik Deutschland als Hochtech-
      nologiestandort und Medizintechnikstandort darf den
      Anschluss an die internationale Forschung und Entwicklung
      in diesem Bereich nicht verlieren und ihren Bewohnern den
      Zugang zu innovativen Therapieformen nicht verschließen.
",172
"Natur- und Umweltschutz, Land- und Forstwirtschaft           173




Gleichzeitig aber ist das komplexe Zusammenspiel von
Genom, Stoffwechsel und Umgebung momentan noch
unzureichend bekannt, so dass die Risiken des Einsatzes
von gentechnischen Veränderungen auf Organismen wie
Mensch, Flora und Fauna nur sehr schwer abzuschätzen
sind. Ebenso sind die Risiken des Einsatzes von gentech-
nisch veränderten Organismen im komplexen Ökosystem
schwer vorherzusagen.

Aus diesem Grunde öffnet sich die AfD der Forschung und       Der Einsatz von
                                                              Gentechnik in Medizin
Entwicklung im Bereich der Gentechnik. Der Einsatz in
                                                              und Landwirtschaft ist
Medizintechnik und Landwirtschaft ist nur nach sorgfäl-       nur nach sorgfältigster
tigster Prüfung durch benannte Stellen in klar definiertem    Prüfung durch
                                                              benannte Stellen in
Rahmen zu genehmigen. Auf einer vorherigen praktischen        klar definiertem
Erprobung in abgeschlossener Umgebung ist dabei zu be-        Rahmen zu
                                                              genehmigen.
stehen. Die entsprechenden Zulassungsverfahren können
                                                              Gentechnisch
ähnlich dem Medizinproduktegesetz (MPG), dem Arznei-          veränderte Futter- und
mittelgesetz (AMG) und dem Lebens- und Futtermittelge-        Lebensmittel oder aus
                                                              diesen gewonnene
setzbuch (LFGB) entworfen werden. Gentechnisch verän-         weiterführende
derte Futter- und Lebensmittel oder aus diesen gewonnene      Produkte sind zu
                                                              kennzeichnen.
weiterführende Produkte sind zu kennzeichnen.

Die Patentierung von genetischem Material und von Saat-
gut geht einher mit einem zunehmenden Konzentrations-
prozess im kommerziellen Saatguthandel. Daher setzt sich
die AfD dafür ein, die Abhängigkeit unserer Nahrungs-
mittelversorgung von wenigen multinationalen Großkon-
zernen zu verringern, die Saatgutvielfalt zu erhalten und
damit auch die Biodiversität unserer Nahrungsmittel.
",173
"174   Natur- und Umweltschutz, Land- und Forstwirtschaft




      13.6 Landwirtschaft: Mehr Wettbewerb.
      Weniger Subventionen

      Die AfD tritt dafür ein, dass landwirtschaftliche Flächen
      der Nahrungsmittelproduktion dienen und nicht zuneh-
      mend für andere Zwecke herangezogen werden. So lehnen
      wir jegliche Form der Bodenspekulation durch interna-
      tional tätige Konzerne und den vermehrten Anbau von
      Biomasse zur Energiegewinnung ab. Die AfD ist davon
      überzeugt, dass moderne bäuerliche Betriebe mit Verwur-
      zelung in den Regionen am besten geeignet sind, umwelt-
      und marktgerecht zu produzieren. Anzustreben ist eine
      nachhaltige Erzeugung von gesunden, hochwertigen und
      rückstandsfreien Nahrungsmitteln sowie marktgerechte
      Preise von landwirtschaftlichen Produkten. Auch hier
      fordern wir eine detaillierte Lebensmittelinformation und
      Herkunftskennzeichnung. Die per EU-Richtlinien einge-
      schränkte Informationspflicht der Hersteller führt zu einer
      Irreführung der Verbraucher.

      Dies kann mit unterschiedlichen landwirtschaftlichen
      Betriebsformen erreicht werden. Die AfD wird die Rah-
      menbedingungen für eine umweltgerecht produzierende
      mittelständische Landwirtschaft verbessern. Die EU-Sub-
      ventionen nach dem Gießkannenprinzip sowie bürokra-
      tische Überreglementierungen sind Schritt für Schritt
      zurückzufahren. Die Landwirte brauchen wieder mehr
      Entscheidungsfreiheit. Der Beruf des Landwirts muss wie-
      der attraktiver werden.
",174
"Natur- und Umweltschutz, Land- und Forstwirtschaft             175




13.7 Fischerei, Forst und Jagd:
Im Einklang mit der Natur

Fischerei ist Kulturgut. Unsere Fischer sind beim Besei-        Die AfD tritt dafür ein,
tigen von Wettbewerbsnachteilen zu unterstützen und an          dass landwirtschaftli-
                                                                che Flächen der
der Fangmengenfestlegung zu beteiligen. Die Bindung             Nahrungsmit-
der Fangquote an den Kutter verhindert einen Genera-            telproduktion dienen
                                                                und nicht zunehmend
tionswechsel in der Fischerei und macht Nachwuchsar-            für andere Zwecke
beit unmöglich. Daher ist diese Regelung abzuschaffen.          herangezogen
Heimische Fischereiprodukte müssen auch überregional            werden.

unterstützt werden. Wir lehnen es ab, die Stellnetzfische-
rei in Ostseeschutzgebieten zu verbieten und die Natur-
schutz-Kernzonen auszuweiten.

Die AfD setzt sich für eine naturgemäße Waldwirtschaft
ein, die eine ganzheitliche Betrachtung des Waldes in
seiner ökonomischen, ökologischen und sozialen Funkti-
on zum Ziel hat. Die AfD bekennt sich zu den bewährten
Grundsätzen der waidgerechten Hege und Jagd. Wir sehen
Jäger als Naturschützer, deren Fachkenntnisse wieder
stärker berücksichtigt werden müssen.

13.8 Flächenkonkurrenz:
Nicht zu Lasten der Land- und Forstwirtschaft

Bauvorhaben und der Ausbau der Infrastruktur gehen oft
zu Lasten landwirtschaftlich produktiver Flächen. Äcker,
Wiesen und Wälder erachten wir für besonders wertvoll.
Naturschutzfachliche Ausgleichsmaßnahmen sind zu redu-
zieren und in aller Regel so zu gestalten, dass sie nicht zu
Lasten land- und forstwirtschaftlicher Flächen gehen.
",175
,176
"K A P I T E L 14




Infrastruktur,
Wohnen
und Verkehr
",177
"178   Infrastruktur, Wohnen und Verkehr




      INFRASTRUKTUR,
      WOHNEN UND VERKEHR

      Voranschreitender Verfall kennzeichnet den Zustand vieler
      öffentlicher Bauten - sowohl im Verkehrswegenetz (Stra-
      ßen, Brücken, Schienen, Leitungs- und Datennetze) als
      auch beim öffentlichen Hochbau (Schulen, Universitäten,
      Krankenhäuser, Kultureinrichtungen, Behördenbauten,
      Sportanlagen usw.).
",178
"                  Infrastruktur, Wohnen und Verkehr          179




Die öffentliche Ver- und Entsorgung leidet bei Strom, Was-
ser, Gas, Fernwärme, Abwasser, Straßendienst, Stadtrei-
nigung und Grünpflege unter Verfall und Planungschaos.
Nach jahrelangen substanzgefährdenden Einsparungen ist
ein massiver Investitionsstau eingetreten.
",179
"180   Infrastruktur, Wohnen und Verkehr




      14.1 Werterhalt vor Modernisierung und Neubau

      Bei der Reparatur und Modernisierung wollen wir die
      Kommunen in die länderübergreifende Gesamtplanung
      einbinden. Priorität hat der Werterhalt vor der Moderni-
      sierung und dem Neubau.

      Entscheidungen für Neubauprojekte dürfen erst nach
      vorausgegangener umfassender Bedarfsplanung und nach
      unparteiischer Fach- und Kostenprüfung gefällt werden.
      Vorrang müssen fachlich begründete Entscheidungen
      haben, die durch die Politik anzuerkennen sind.

      Interventionen in die technische Projektabwicklung durch
      Politiker sind konsequent zu unterbinden. Die Politik ist
      ausschließlich im Vorfeld der Planungen für die Formulie-
      rung des Bedarfs und des Projektumfanges verantwortlich.
      Die mangelhafte Personalausstattung bei den öffentlichen
      Fachbehörden ist umgehend zu beseitigen.

      14.2 Öffentlich-Privat-Projekte:
      Transparenz statt Lobby

      Die Rechnungshöfe sind bei öffentlichen Bauvorhaben und
      Öffentlich-Privat-Projekten (ÖPP) gesetzlich zwingend mit
      einer dreistufigen (projektvorbereitenden, planungsbe-
      gleitenden und baubegleitenden) fachtechnischen Prüfung
      und Kostenüberwachung zu beauftragen. Zu erwägen ist
      der Aufbau eines steuerbegünstigten deutschlandweiten
      Investitionsfonds oder Anleihefonds zur Finanzierung von
      Infrastrukturmaßnahmen unter Beteiligung der öffentli-
      chen Hand, der (Versicherungs-)Wirtschaft und privaten
      Anteilseignern. Die Fondsverwaltung muss in transparen-
      ten und demokratischen Strukturen organisiert sein.
",180
